"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Aldowaish A.; Kokuryo J.; Almazyad O.; Goi H.C.","Aldowaish, Alaa (57487642100); Kokuryo, Jiro (36615472700); Almazyad, Othman (57487475800); Goi, Hoe Chin (57223798502)","57487642100; 36615472700; 57487475800; 57223798502","Environmental, Social, and Governance Integration into the Business Model: Literature Review and Research Agenda","2022","Sustainability (Switzerland)","14","5","2959","","","","40","10.3390/su14052959","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126319234&doi=10.3390%2fsu14052959&partnerID=40&md5=b6b77b30caef913501ef1da931f404b7","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85126319234"
"Brounen D.; Marcato G.; Op’t Veld H.","Brounen, Dirk (55982565400); Marcato, Gianluca (57201633609); Op’t Veld, Hans (17135806300)","55982565400; 57201633609; 17135806300","Pricing ESG equity ratings and underlying data in listed real estate securities","2021","Sustainability (Switzerland)","13","4","2037","1","20","19","16","10.3390/su13042037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101206801&doi=10.3390%2fsu13042037&partnerID=40&md5=365674ee48bd6f0b190a9d5a30833548","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85101206801"
"Luo W.; Tian Z.; Zhong S.; Lyu Q.; Deng M.","Luo, Wenbing (57207456765); Tian, Ziyan (57657115900); Zhong, Shihu (57206565717); Lyu, Qinke (57868472200); Deng, Mingjun (57201989528)","57207456765; 57657115900; 57206565717; 57868472200; 57201989528","Global Evolution of Research on Sustainable Finance from 2000 to 2021: A Bibliometric Analysis on WoS Database","2022","Sustainability (Switzerland)","14","15","9435","","","","17","10.3390/su14159435","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137061089&doi=10.3390%2fsu14159435&partnerID=40&md5=e1a60f6d35dc17e2a596fa7a0f0b79b2","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85137061089"
"López-Ruiz S.; Grande-Gascón M.L.","López-Ruiz, Samara (57213172451); Grande-Gascón, Maria Luisa (55539745100)","57213172451; 55539745100","Pension funds: guarantors of international legality in Western Sahara? Evidence from Norway and Sweden","2022","Journal of North African Studies","27","6","","1180","1203","23","1","10.1080/13629387.2021.1917123","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104969868&doi=10.1080%2f13629387.2021.1917123&partnerID=40&md5=33e2aa9499ac4acdb2e4a8c550d40ada","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85104969868"
"Fan J.H.; Omura A.; Roca E.","Fan, John Hua (55613942000); Omura, Akihiro (56490331400); Roca, Eduardo (7006297611)","55613942000; 56490331400; 7006297611","An industry-guided review of responsible investing: Bridging the divide between academia and industry","2022","Journal of Cleaner Production","354","","131685","","","","19","10.1016/j.jclepro.2022.131685","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128229789&doi=10.1016%2fj.jclepro.2022.131685&partnerID=40&md5=3e0bcd42e253774111a8a7842187a8f9","Review","Final","","Scopus","2-s2.0-85128229789"
"Alda M.","Alda, Mercedes (36629887300)","36629887300","The environmental, social, and governance (ESG) dimension of firms in which social responsible investment (SRI) and conventional pension funds invest: The mainstream SRI and the ESG inclusion","2021","Journal of Cleaner Production","298","","126812","","","","66","10.1016/j.jclepro.2021.126812","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103310814&doi=10.1016%2fj.jclepro.2021.126812&partnerID=40&md5=62095cabc8beb2281cea23f66bb150f3","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85103310814"
"Cheraghali H.; Igeh S.A.; Lin K.-H.; Molnár P.; Wijerathne I.","Cheraghali, Hamid (57805063900); Igeh, Sofia Aarstad (57804536200); Lin, Kuan-Heng (57169262300); Molnár, Peter (40762028300); Wijerathne, Iddamalgodage (57805064000)","57805063900; 57804536200; 57169262300; 40762028300; 57805064000","Online attention and mutual fund performance: Evidence from Norway","2022","Finance Research Letters","49","","103139","","","","3","10.1016/j.frl.2022.103139","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134198110&doi=10.1016%2fj.frl.2022.103139&partnerID=40&md5=e1c14d3a245ce72d9a32d1ecfe6adab6","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85134198110"
"Wu Q.; Liu X.; Qin J.; Zhou L.; Mardani A.; Deveci M.","Wu, Qun (56900194700); Liu, Xinwang (35386370000); Qin, Jindong (56118220900); Zhou, Ligang (55710686700); Mardani, Abbas (56285319300); Deveci, Muhammet (55734383000)","56900194700; 35386370000; 56118220900; 55710686700; 56285319300; 55734383000","An integrated multi-criteria decision-making and multi-objective optimization model for socially responsible portfolio selection","2022","Technological Forecasting and Social Change","184","","121977","","","","27","10.1016/j.techfore.2022.121977","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137012041&doi=10.1016%2fj.techfore.2022.121977&partnerID=40&md5=ff3fc55535fb94de76b20b1652c3579f","Article","Final","","Scopus","2-s2.0-85137012041"
"Meunier L.; Ohadi S.","Meunier, Luc (57200914678); Ohadi, Sima (57211533198)","57200914678; 57211533198","Misconceptions about socially responsible investments","2022","Journal of Cleaner Production","373","","133868","","","","11","10.1016/j.jclepro.2022.133868","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138765451&doi=10.1016%2fj.jclepro.2022.133868&partnerID=40&md5=a52e6bb464207c8fa49cc48e2299d915","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85138765451"
"Noh J.-H.","Noh, Jung-Hee (57296615600)","57296615600","How to Promote ESG in Private Equity","2022","Korean Journal of Financial Studies","51","5","","543","569","26","1","10.26845/KJFS.2022.10.51.5.543","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141396900&doi=10.26845%2fKJFS.2022.10.51.5.543&partnerID=40&md5=d531fa8ed418a441febf25e0a07b802a","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85141396900"
"Diener J.; Habisch A.","Diener, Joel (57219319169); Habisch, André (6504761225)","57219319169; 6504761225","Developing an Impact-Focused Typology of Socially Responsible Fund Providers","2022","Journal of Risk and Financial Management","15","7","298","","","","3","10.3390/jrfm15070298","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133837900&doi=10.3390%2fjrfm15070298&partnerID=40&md5=a42262c04d4749ae25923dd27bc65b28","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85133837900"
"Shanaev S.; Ghimire B.","Shanaev, Savva (57204664583); Ghimire, Binam (57204683334)","57204664583; 57204683334","When ESG meets AAA: The effect of ESG rating changes on stock returns","2022","Finance Research Letters","46","","102302","","","","78","10.1016/j.frl.2021.102302","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110481845&doi=10.1016%2fj.frl.2021.102302&partnerID=40&md5=1c8920761434d71be8628d37f6fe68ca","Article","Final","","Scopus","2-s2.0-85110481845"
"Alexandridis G.; Hoepner A.G.F.; Huang Z.; Oikonomou I.","Alexandridis, George (16300915500); Hoepner, Andreas G.F. (55097510800); Huang, Zhenyi (57280374400); Oikonomou, Ioannis (55918945900)","16300915500; 55097510800; 57280374400; 55918945900","Corporate social responsibility culture and international M&As","2022","British Accounting Review","54","1","101035","","","","14","10.1016/j.bar.2021.101035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116155841&doi=10.1016%2fj.bar.2021.101035&partnerID=40&md5=edf71d238dc4d1469a81080197a73ecc","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85116155841"
"Klettner A.","Klettner, Alice (55745438800)","55745438800","Stewardship Codes and the Role of Institutional Investors in Corporate Governance: An International Comparison and Typology","2021","British Journal of Management","32","4","","988","1006","18","30","10.1111/1467-8551.12466","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099571578&doi=10.1111%2f1467-8551.12466&partnerID=40&md5=fda74aabdccd5aafdacc450c29c9efc8","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85099571578"
"Cai L.; Cooper R.; He D.","Cai, Li (55311420500); Cooper, Ricky (56697780100); He, Di (57417718200)","55311420500; 56697780100; 57417718200","Socially Responsible Investing and Factor Investing, Is There an Opportunity Cost?","2022","Journal of Portfolio Management","48","2","","181","197","16","3","10.3905/JPM.2021.1.307","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123075560&doi=10.3905%2fJPM.2021.1.307&partnerID=40&md5=15fe0ba89343b4f324868593d78344ff","Article","Final","","Scopus","2-s2.0-85123075560"
"Abhayawansa S.; Mooneeapen O.","Abhayawansa, Subhash (30067533700); Mooneeapen, Oren (57217031358)","30067533700; 57217031358","Directions for future research to steer environmental, social and governance (ESG) investing to support sustainability: A systematic literature review","2022","Handbook of Accounting and Sustainability","","","","318","341","23","6","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161322083&partnerID=40&md5=f6503d822d861a464cf628a53ef019e9","Book chapter","Final","","Scopus","2-s2.0-85161322083"
"Ramani S.; Henne D.; Kotsopoulos D.; Dickson B.A.; Boyd C.; DeDecker B.; Hill R.","Ramani, Srikanth (57219031977); Henne, Deidre (57711117500); Kotsopoulos, Donna (24758794000); Dickson, Brandon A. (57214891991); Boyd, Carson (57710611200); DeDecker, Braeden (57711375100); Hill, Ryan (57709848200)","57219031977; 57711117500; 24758794000; 57214891991; 57710611200; 57711375100; 57709848200","Responsible investing in Canadian Universities","2022","Policy Reviews in Higher Education","6","1","","68","93","25","1","10.1080/23322969.2021.1996266","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130717103&doi=10.1080%2f23322969.2021.1996266&partnerID=40&md5=7945640a9c46a218cf58e0a0f23b164d","Article","Final","","Scopus","2-s2.0-85130717103"
"Daniels L.; Stevens Y.; Pratt D.","Daniels, Lauren (57226026192); Stevens, Yves (31067518600); Pratt, David (57215861408)","57226026192; 31067518600; 57215861408","Environmentally friendly and socially responsible investment in and by occupational pension funds in the USA and in the EU","2021","European Journal of Social Security","23","3","","247","263","16","3","10.1177/13882627211026930","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110206973&doi=10.1177%2f13882627211026930&partnerID=40&md5=b534aac947cd718a4ee6fa6737c074b4","Article","Final","","Scopus","2-s2.0-85110206973"
"Mirza N.; Abbas Rizvi S.K.; Saba I.; Naqvi B.; Yarovaya L.","Mirza, Nawazish (41661881900); Abbas Rizvi, Syed Kumail (55681843000); Saba, Irum (54884424400); Naqvi, Bushra (55680894700); Yarovaya, Larisa (57015200400)","41661881900; 55681843000; 54884424400; 55680894700; 57015200400","The resilience of Islamic equity funds during COVID-19: Evidence from risk adjusted performance, investment styles and volatility timing","2022","International Review of Economics and Finance","77","","","276","295","19","63","10.1016/j.iref.2021.09.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116889656&doi=10.1016%2fj.iref.2021.09.019&partnerID=40&md5=75064dfe978ea46b2e150bb799281983","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85116889656"
"Kumar P.; Firoz M.","Kumar, Praveen (57214054768); Firoz, Mohammad (57193919633)","57214054768; 57193919633","Determinants of environmental, social and governance disclosures of top 100 Standard and Poor's Bombay Stock Exchange firms listed in India","2022","Sri Lanka Journal of Social Sciences","45","1","","77","91","14","2","10.4038/sljss.v45i1.8074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147872879&doi=10.4038%2fsljss.v45i1.8074&partnerID=40&md5=29add85e4384f38580ab195d71d21aa4","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85147872879"
"Hangl C.; Ortner M.","Hangl, Christa (58089875900); Ortner, Matthias (58090128000)","58089875900; 58090128000","Does transaction atmosphere influence the decision-making behaviour of investors?","2022","ACRN Journal of Finance and Risk Perspectives","11","","","55","78","23","0","10.35944/jofrp.2022.11.1.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147338724&doi=10.35944%2fjofrp.2022.11.1.004&partnerID=40&md5=e74ccca526fdfae2c8731b6174bf78ca","Article","Final","","Scopus","2-s2.0-85147338724"
"Wee K.W.; Kang Y.S.; Lee J.","Wee, Kyeong Woo (57205098654); Kang, Yun Sik (57201496833); Lee, Jaehyun (54881183100)","57205098654; 57201496833; 54881183100","A Comprehensive Survey of the Literature on Corporate Social Responsibility in Korean Firms","2022","Asian Review of Financial Research","35","4","","155","188","33","0","10.37197/ARFR.2022.35.4.4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143427989&doi=10.37197%2fARFR.2022.35.4.4&partnerID=40&md5=674acb3ecf41fc2ee8a9a4ae7c1d53e5","Article","Final","","Scopus","2-s2.0-85143427989"
"Velte P.; Obermann J.","Velte, Patrick (15047313900); Obermann, Jörn (57200395382)","15047313900; 57200395382","Compensation-related institutional investor activism – a literature review and integrated analysis of sustainability aspects","2021","Journal of Global Responsibility","12","1","","22","51","29","11","10.1108/JGR-10-2019-0096","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104113192&doi=10.1108%2fJGR-10-2019-0096&partnerID=40&md5=1124086913f698f631b1e02f3f7b4302","Review","Final","","Scopus","2-s2.0-85104113192"
"Chiu I.H.-Y.","Chiu, Iris H-Y (56735800800)","56735800800","The EU Sustainable Finance Agenda: Developing Governance for Double Materiality in Sustainability Metrics","2022","European Business Organization Law Review","23","1","","87","123","36","32","10.1007/s40804-021-00229-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123916984&doi=10.1007%2fs40804-021-00229-9&partnerID=40&md5=cacd5fcc8ab1bfdd2f9b4bd061027205","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85123916984"
"Caiazza S.; Galloppo G.; Paimanova V.","Caiazza, Stefano (17233433500); Galloppo, Giuseppe (56045731700); Paimanova, Viktoriia (56875418000)","17233433500; 56045731700; 56875418000","The role of sustainability performance after merger and acquisition deals in short and long-term","2021","Journal of Cleaner Production","314","","127982","","","","25","10.1016/j.jclepro.2021.127982","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109425295&doi=10.1016%2fj.jclepro.2021.127982&partnerID=40&md5=4eb5219a12df9ceca1eb640fd515b9ad","Article","Final","","Scopus","2-s2.0-85109425295"
"Gangi F.; Varrone N.; Daniele L.M.","Gangi, Francesco (55646433500); Varrone, Nicola (57202942758); Daniele, Lucia Michela (57204626852)","55646433500; 57202942758; 57204626852","Socially responsible banking: Towards a new firm-bank relationship","2021","The Evolution of Sustainable Investments and Finance: Theoretical Perspectives and New Challenges","","","","101","154","53","1","10.1007/978-3-030-70350-9_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142494533&doi=10.1007%2f978-3-030-70350-9_3&partnerID=40&md5=90d8ecf647f782a80637f2502075aa54","Book chapter","Final","","Scopus","2-s2.0-85142494533"
"Skirry J.; Pattit K.; Van Buren H.J., III","Skirry, Jason (58019894200); Pattit, Katherina (57211943915); Van Buren, Harry J. (16235468300)","58019894200; 57211943915; 16235468300","The ethical obligations of institutional investors: Managing moral complexity","2022","Business and Society Review","127","4","","757","778","21","0","10.1111/basr.12289","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144121475&doi=10.1111%2fbasr.12289&partnerID=40&md5=27522f5894382952ae58e349d56771e2","Article","Final","","Scopus","2-s2.0-85144121475"
"Huang P.B.; Yang C.-C.; Inderawati M.M.W.; Sukwadi R.","Huang, PoTsang B. (35107452200); Yang, Ching-Chow (7407022917); Inderawati, Maria Magdalena Wahyuni (57210595912); Sukwadi, Ronald (36519769800)","35107452200; 7407022917; 57210595912; 36519769800","Using Modified Delphi Study to Develop Instrument for ESG Implementation: A Case Study at an Indonesian Higher Education Institution","2022","Sustainability (Switzerland)","14","19","12623","","","","5","10.3390/su141912623","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140014392&doi=10.3390%2fsu141912623&partnerID=40&md5=35767113505bb02c587029852cdf3208","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85140014392"
"Nogueira M.C.; Madaleno M.","Nogueira, Manuel Carlos (57196056260); Madaleno, Mara (36548856100)","57196056260; 36548856100","Are Sustainability Indices Infected by the Volatility of Stock Indices? Analysis before and after the COVID-19 Pandemic","2022","Sustainability (Switzerland)","14","22","15434","","","","2","10.3390/su142215434","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142671584&doi=10.3390%2fsu142215434&partnerID=40&md5=300b6140366462f099d5ede34423edc4","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85142671584"
"Nykvist B.; Maltais A.","Nykvist, Björn (16646504700); Maltais, Aaron (24559566200)","16646504700; 24559566200","Too risky – The role of finance as a driver of sustainability transitions","2022","Environmental Innovation and Societal Transitions","42","","","219","231","12","17","10.1016/j.eist.2022.01.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122611184&doi=10.1016%2fj.eist.2022.01.001&partnerID=40&md5=c00b9d61ef0bd08cc958e3bb4e741f9d","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85122611184"
"Dieu L.T.","Dieu, Linh Tran (38362407500)","38362407500","Investor responses to mutual fund mergers: An empirical analysis of french bond funds; [Comportement des investisseurs à l’égard des fusions de fonds: une analyse empirique des fonds obligataires français]","2021","Revue Economique","72","3","","521","547","26","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105733206&partnerID=40&md5=bda60bd1000e7166ca811529f79e204a","Article","Final","","Scopus","2-s2.0-85105733206"
"Kumar P.; Firoz M.","Kumar, Praveen (57214054768); Firoz, Mohammad (57193919633)","57214054768; 57193919633","Does Accounting-based Financial Performance Value Environmental, Social and Governance (ESG) Disclosures? A detailed note on a corporate sustainability perspective","2022","Australasian Accounting, Business and Finance Journal","16","1","","41","72","31","34","10.14453/aabfj.v16i1.4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124568706&doi=10.14453%2faabfj.v16i1.4&partnerID=40&md5=17399fdfb5ebcb11b5b6f8d21999f869","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85124568706"
"Umar Z.; Gubareva M.; Tran D.K.; Teplova T.","Umar, Zaghum (56274328600); Gubareva, Mariya (56850438400); Tran, Dang Khoa (57216248793); Teplova, Tamara (56030567300)","56274328600; 56850438400; 57216248793; 56030567300","Impact of the Covid-19 induced panic on the Environmental, Social and Governance leaders equity volatility: A time-frequency analysis","2021","Research in International Business and Finance","58","","101493","","","","67","10.1016/j.ribaf.2021.101493","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111801445&doi=10.1016%2fj.ribaf.2021.101493&partnerID=40&md5=3433cf6ef0734f27cfc0be0cf9ba3caf","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85111801445"
"Diener J.; Habisch A.","Diener, Joel (57219319169); Habisch, André (6504761225)","57219319169; 6504761225","God’s Stewards: A Global Overview of Christian-Influenced Mutual Fund Providers","2022","Journal of Risk and Financial Management","15","12","547","","","","2","10.3390/jrfm15120547","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144668836&doi=10.3390%2fjrfm15120547&partnerID=40&md5=a42678afc1984efa1bacd7630ceac5ee","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85144668836"
"Ringe W.-G.","Ringe, Wolf-Georg (35622501100)","35622501100","Stewardship and Shareholder Engagement in Germany","2021","European Business Organization Law Review","22","1","","87","124","37","8","10.1007/s40804-020-00195-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091681116&doi=10.1007%2fs40804-020-00195-8&partnerID=40&md5=e2beaae5cf150921c2d454c19b99f921","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85091681116"
"Bauer R.; Ruof T.; Smeets P.","Bauer, Rob (8371215900); Ruof, Tobias (57260396400); Smeets, Paul (56719295800)","8371215900; 57260396400; 56719295800","Get Real! Individuals Prefer More Sustainable Investments","2021","Review of Financial Studies","34","8","","3976","4043","67","104","10.1093/rfs/hhab037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114996508&doi=10.1093%2frfs%2fhhab037&partnerID=40&md5=2a10faa86ad965ddfa926cc54ad09802","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85114996508"
"Rumyantseva A.; Tarutko O.","Rumyantseva, Anna (57201183232); Tarutko, Olga (57204361952)","57201183232; 57204361952","Impact of the ESG Principles on the Corporate Financial Strategy","2022","Springer Proceedings in Business and Economics","","","","309","318","9","8","10.1007/978-3-031-14410-3_32","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142686557&doi=10.1007%2f978-3-031-14410-3_32&partnerID=40&md5=15dfd5ab7316f99562a34a8f6e77159e","Conference paper","Final","","Scopus","2-s2.0-85142686557"
"Alda M.","Alda, Mercedes (36629887300)","36629887300","The reaction to CSR controversies by institutional investors","2022","BRQ Business Research Quarterly","","","","","","","3","10.1177/23409444221110588","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134523457&doi=10.1177%2f23409444221110588&partnerID=40&md5=3686b00b81b71cdf2a5d1bbee63e8ffe","Article","Article in press","All Open Access; Gold Open Access","Scopus","2-s2.0-85134523457"
"Gangi F.; Varrone N.; Daniele L.M.","Gangi, Francesco (55646433500); Varrone, Nicola (57202942758); Daniele, Lucia Michela (57204626852)","55646433500; 57202942758; 57204626852","Socially Responsible Investment (SRI): From niche to mainstream","2021","The Evolution of Sustainable Investments and Finance: Theoretical Perspectives and New Challenges","","","","1","58","57","3","10.1007/978-3-030-70350-9_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150480572&doi=10.1007%2f978-3-030-70350-9_1&partnerID=40&md5=6261ad009fcb8e699ff9facf80fcbbad","Book chapter","Final","","Scopus","2-s2.0-85150480572"
"Torvanger A.; Maltais A.; Marginean I.","Torvanger, Asbjørn (6602880885); Maltais, Aaron (24559566200); Marginean, Iulia (57287289000)","6602880885; 24559566200; 57287289000","Green bonds in Sweden and Norway: What are the success factors?","2021","Journal of Cleaner Production","324","","129177","","","","35","10.1016/j.jclepro.2021.129177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116524629&doi=10.1016%2fj.jclepro.2021.129177&partnerID=40&md5=8ec84754b6c1c0578f7c280eb32afab7","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85116524629"
"García-Sánchez I.-M.; Aibar-Guzmán C.; Núñez-Torrado M.; Aibar-Guzmán B.","García-Sánchez, Isabel-María (57193363767); Aibar-Guzmán, Cristina (56819011400); Núñez-Torrado, Miriam (54584534500); Aibar-Guzmán, Beatriz (36241172000)","57193363767; 56819011400; 54584534500; 36241172000","Are institutional investors “in love” with the sustainable development goals? Understanding the idyll in the case of governments and pension funds","2022","Sustainable Development","30","5","","1099","1116","17","22","10.1002/sd.2305","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125938327&doi=10.1002%2fsd.2305&partnerID=40&md5=eadbc2f717977f9a6ed15d6e4bf53387","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85125938327"
"Blitz D.; Swinkels L.","Blitz, David (23017878700); Swinkels, Laurens (6701594431)","23017878700; 6701594431","Who owns tobacco stocks?","2021","Journal of Asset Management","22","5","","311","325","14","7","10.1057/s41260-021-00224-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106241220&doi=10.1057%2fs41260-021-00224-2&partnerID=40&md5=7e85c6dfe36c8986df6cf96e2291053f","Article","Final","","Scopus","2-s2.0-85106241220"
"Popescu I.-S.; Hitaj C.; Benetto E.","Popescu, Ioana-Stefania (57219371742); Hitaj, Claudia (55512410800); Benetto, Enrico (24334369400)","57219371742; 55512410800; 24334369400","Measuring the sustainability of investment funds: A critical review of methods and frameworks in sustainable finance","2021","Journal of Cleaner Production","314","","128016","","","","68","10.1016/j.jclepro.2021.128016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108886474&doi=10.1016%2fj.jclepro.2021.128016&partnerID=40&md5=dcf22430872b56a463ccb5abed0a91b1","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85108886474"
"Khoruzhy L.I.; Khoruzhy V.I.; Vasyakin B.S.; Shen W.","Khoruzhy, Liudmila I. (57203202583); Khoruzhy, Valery I. (57203212922); Vasyakin, Bogdan S. (56426580700); Shen, Wenhao (57536853700)","57203202583; 57203212922; 56426580700; 57536853700","Program-Targeted Approach to Managing Financial Risks of Sustainable Development Based on Corporate Social Responsibility in the Decade of Action","2022","Risks","10","3","58","","","","6","10.3390/risks10030058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126687365&doi=10.3390%2frisks10030058&partnerID=40&md5=62892a5b38765b397afa8b510cb7a80e","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85126687365"
"Jo H.; Kim H.-E.; Sim M.","Jo, Hoje (16052624600); Kim, Hee-Eun (57449985900); Sim, Myounghwa (56166543900)","16052624600; 57449985900; 56166543900","Environmental preference, air pollution, and fund flows in China","2022","Pacific Basin Finance Journal","72","","101723","","","","10","10.1016/j.pacfin.2022.101723","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124536030&doi=10.1016%2fj.pacfin.2022.101723&partnerID=40&md5=5ac25a7fa69e263fc097af6b69ad7ff0","Article","Final","","Scopus","2-s2.0-85124536030"
"Kumar A.","Kumar, Arvind (57695231400)","57695231400","Ecosystem-Based Adaptation: Approaches to Sustainable Management of Aquatic Resources","2022","Ecosystem-Based Adaptation: Approaches to Sustainable Management of Aquatic Resources","","","","1","682","681","7","10.1016/B978-0-12-815025-2.00011-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130155586&doi=10.1016%2fB978-0-12-815025-2.00011-3&partnerID=40&md5=4df83e9d8f0fabc88a1329e6551dae94","Book","Final","","Scopus","2-s2.0-85130155586"
"Harjoto M.A.; Hoepner A.G.F.; Nilsson M.A.","Harjoto, Maretno A. (13806266900); Hoepner, Andreas G. F. (55097510800); Nilsson, Marcus A. (57282720400)","13806266900; 55097510800; 57282720400","Bondholders’ returns and stakeholders’ interests","2022","Review of Quantitative Finance and Accounting","59","4","","1271","1301","30","3","10.1007/s11156-022-01075-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131511400&doi=10.1007%2fs11156-022-01075-7&partnerID=40&md5=46f9f9a8a329c17c8baa04f151f1354d","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85131511400"
"Dai L.; Song C.; You Y.; Zhang W.","Dai, Liyan (51664565900); Song, Chengxuan (57843235800); You, Yu (56260964200); Zhang, Wenqiao (57842645600)","51664565900; 57843235800; 56260964200; 57842645600","Do sovereign wealth funds value ESG engagement? Evidence from target firm's CSR performance","2022","Finance Research Letters","50","","103226","","","","7","10.1016/j.frl.2022.103226","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135772987&doi=10.1016%2fj.frl.2022.103226&partnerID=40&md5=d287953d135334a72414bc74f142d672","Article","Final","","Scopus","2-s2.0-85135772987"
"Chiu I.H.-Y.","Chiu, Iris H.-Y. (56735800800)","56735800800","Governing The Purpose Of Investment Management: How The ""Stewardship"" Norm Is Being (Re)Developed In The UK And EU","2022","International Lawyer","55","1","","99","146","47","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163057655&partnerID=40&md5=6fb0ce44aa017b2f9eb36b78935b4fac","Article","Final","","Scopus","2-s2.0-85163057655"
