"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Maiolini R.; Cappa F.; Franco S.; Quaratino G.R.","Maiolini, Riccardo (56185757400); Cappa, Francesco (56574851700); Franco, Stefano (57211944337); Quaratino, Giovanni Raimondo (59206000600)","56185757400; 56574851700; 57211944337; 59206000600","The impact of sustainable development goals in lending-based prosocial crowdfunding: A topic modeling analysis on the kiva platform","2024","International Review of Financial Analysis","95","","103441","","","","1","10.1016/j.irfa.2024.103441","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197614846&doi=10.1016%2fj.irfa.2024.103441&partnerID=40&md5=110d4c953172a3d622f19274632533c1","Article","Final","","Scopus","2-s2.0-85197614846"
"Kräussl R.; Oladiran T.; Stefanova D.","Kräussl, Roman (8579858300); Oladiran, Tobi (57207843985); Stefanova, Denitsa (56545413600)","8579858300; 57207843985; 56545413600","A review on ESG investing: Investors’ expectations, beliefs and perceptions","2024","Journal of Economic Surveys","38","2","","476","502","26","7","10.1111/joes.12599","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178452918&doi=10.1111%2fjoes.12599&partnerID=40&md5=88a7410bfa30f1cb2fe8902fd4191572","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85178452918"
"Zhu J.J.; Tuo L.; You Y.; Fei Q.; Thomson M.","Zhu, John JianJun (56818116200); Tuo, Ling (57194133417); You, Yanfen (57212604430); Fei, Qiang (58888087800); Thomson, Matthew (14049522800)","56818116200; 57194133417; 57212604430; 58888087800; 14049522800","A Preemptive and Curative Solution to Mitigate Data Breaches: Corporate Social Responsibility as a Double Layer of Protection","2024","Journal of Marketing Research","61","4","","778","801","23","1","10.1177/00222437231218969","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185150286&doi=10.1177%2f00222437231218969&partnerID=40&md5=2a9dc9fcd20e5cdc386ca6c112ed1e7f","Article","Final","","Scopus","2-s2.0-85185150286"
"Lukman C.F.; Marcello N.; Andrian T.","Lukman, Callista Florence (59195187900); Marcello, Nicholas (59194993600); Andrian, Tommy (57211446775)","59195187900; 59194993600; 57211446775","Bridging ESG Disclosures and Corporate Financial Performance: A Study on Top-Listed Companies of the ASEAN-5 Countries","2024","International Journal of Sustainability Policy and Practice","20","2","","1","26","25","0","10.18848/2325-1166/CGP/v20i02/1-26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197065716&doi=10.18848%2f2325-1166%2fCGP%2fv20i02%2f1-26&partnerID=40&md5=c45ff8902822495ce85bf1ddd777e592","Article","Final","","Scopus","2-s2.0-85197065716"
"Fröberg E.; Kolesova S.; Rosengren S.","Fröberg, Emelie (57044766500); Kolesova, Svetlana (57211683900); Rosengren, Sara (15122957700)","57044766500; 57211683900; 15122957700","Does the Label Fit the Channel? How “Bricks” and “Clicks” Influence Demand for Environmental and Social Sustainability Labels","2024","Journal of Service Research","27","1","","124","140","16","3","10.1177/10946705231198027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169554635&doi=10.1177%2f10946705231198027&partnerID=40&md5=503f7e29f55b46ae2134a8745b525937","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85169554635"
"Lee H.J.","Lee, Hyuck Jin (57698962300)","57698962300","Does corporate ESG, an essential factor for overcoming the climate crisis, affect sustainability: The effects of psychological distance and purchase intention","2024","Business Strategy and the Environment","","","","","","","0","10.1002/bse.3945","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202934475&doi=10.1002%2fbse.3945&partnerID=40&md5=b3da24d1a826c520841eee7f884e4a2c","Article","Article in press","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85202934475"
"Ergen Keleş F.H.; Keleş E.; Schlegelmilch B.B.","Ergen Keleş, Fatma Hilal (58034085300); Keleş, Emrah (57218766397); Schlegelmilch, Bodo B. (55892979600)","58034085300; 57218766397; 55892979600","Corporate social responsibility news and stock performance: A systematic literature review","2023","Borsa Istanbul Review","23","2","","443","463","20","2","10.1016/j.bir.2022.11.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145005746&doi=10.1016%2fj.bir.2022.11.017&partnerID=40&md5=e0f1719264acedee23423cc8059371b5","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85145005746"
"Samwick A.A.; Wang S.","Samwick, Andrew A. (6602139266); Wang, Sophie (58892132800)","6602139266; 58892132800","Corporate social responsibility and voting over public goods","2024","Global Finance Journal","60","","100940","","","","0","10.1016/j.gfj.2024.100940","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185313279&doi=10.1016%2fj.gfj.2024.100940&partnerID=40&md5=e7be4f7c8036a2eaa4a73179bdf22c9f","Article","Final","","Scopus","2-s2.0-85185313279"
"Dinh J.M.; Isaak A.J.; Yahyaoui Y.","Dinh, Jeannette Mai (57934936300); Isaak, Andrew Jay (57041086800); Yahyaoui, Yasmine (58081828200)","57934936300; 57041086800; 58081828200","Investing for good – Uncovering crowd investors' motivations to participate in sustainability-oriented crowdlending","2024","Technological Forecasting and Social Change","207","","123584","","","","0","10.1016/j.techfore.2024.123584","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198978262&doi=10.1016%2fj.techfore.2024.123584&partnerID=40&md5=41e320fb0f7c17f2ed0208b627a13323","Article","Final","","Scopus","2-s2.0-85198978262"
"Dahlman S.","Dahlman, Sara (57224640080)","57224640080","Tinkering Toward the Good––Sustainable Investing Between Utopian Imaginaries and Actualizations","2023","Journal of Business Ethics","185","2","","281","297","16","3","10.1007/s10551-022-05217-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135469514&doi=10.1007%2fs10551-022-05217-8&partnerID=40&md5=37f4b281d89563e683e4f624b0d98195","Article","Final","","Scopus","2-s2.0-85135469514"
"Siqueira Junior J.R.; ter Horst E.; Molina G.; Gunn L.H.; Reinoso-Carvalho F.; Sezen B.; Peña-García N.","Siqueira Junior, Jose Ribamar (57194709751); ter Horst, Enrique (25655619900); Molina, German (15728099800); Gunn, Laura H. (7003638901); Reinoso-Carvalho, Felipe (56815110100); Sezen, Burcu (57221337390); Peña-García, Nathalie (57202849705)","57194709751; 25655619900; 15728099800; 7003638901; 56815110100; 57221337390; 57202849705","Branding in the eye of the storm: the impact of brand ethical behavior on brand commitment during the COVID-19 crisis in a South American country","2023","Journal of Marketing Analytics","11","1","","95","115","20","6","10.1057/s41270-022-00188-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139672903&doi=10.1057%2fs41270-022-00188-1&partnerID=40&md5=1ffcd9df49a8d2ef7cd7c0c267e33bee","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85139672903"
"Cheng X.; Feng C.","Cheng, Xi (58296357300); Feng, Chao (56226024600)","58296357300; 56226024600","Does environmental information disclosure affect corporate cash flow? An analysis by taking media attentions into consideration","2023","Journal of Environmental Management","342","","118295","","","","10","10.1016/j.jenvman.2023.118295","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160803369&doi=10.1016%2fj.jenvman.2023.118295&partnerID=40&md5=29f970babfd85724c62183c39f2f21da","Article","Final","","Scopus","2-s2.0-85160803369"
"Kim H.","Kim, Hajin (57222144830)","57222144830","Expecting Corporate Prosociality","2024","Journal of Legal Studies","53","2","","267","296","29","0","10.1086/727465","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204946517&doi=10.1086%2f727465&partnerID=40&md5=e1ae2961613377884b55970232a1e0de","Article","Final","","Scopus","2-s2.0-85204946517"
"Kim S.; Park K.; Shrum L.J.","Kim, Sukhyun (57455579500); Park, Kiwan (56164669500); Shrum, L.J. (6603735772)","57455579500; 56164669500; 6603735772","Cause-related marketing of luxury brands: Nudging materialists to act prosocially","2022","Psychology and Marketing","39","6","","1204","1217","13","12","10.1002/mar.21648","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124766065&doi=10.1002%2fmar.21648&partnerID=40&md5=d717f042bf650ed59343c95bfec34c34","Article","Final","","Scopus","2-s2.0-85124766065"
"Nakagawa K.; Kosaka G.","Nakagawa, Koichi (56982304200); Kosaka, Genjiro (57206022559)","56982304200; 57206022559","What social issues do people invest in? An examination based on the empathy–altruism hypothesis of prosocial crowdfunding platforms","2022","Technovation","114","","102508","","","","10","10.1016/j.technovation.2022.102508","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128642555&doi=10.1016%2fj.technovation.2022.102508&partnerID=40&md5=5b1bf28d023e8c7062214613b763921b","Article","Final","","Scopus","2-s2.0-85128642555"
"Gevorkova V.; Sangiorgi I.; Vogt J.","Gevorkova, Victoria (58784769900); Sangiorgi, Ivan (57200177040); Vogt, Julia (24178913400)","58784769900; 57200177040; 24178913400","Cleansing Investor’s Conscience: The Effects of Incidental Guilt on Socially Responsible Investment Decisions","2024","Journal of Business Ethics","193","1","","89","114","25","1","10.1007/s10551-023-05585-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180837149&doi=10.1007%2fs10551-023-05585-9&partnerID=40&md5=31d78fcfc453dc5c9ced84af0a31734d","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85180837149"
"Ielasi F.; Bellucci M.; Biggeri M.; Ferrone L.","Ielasi, Federica (56491124800); Bellucci, Marco (55022333200); Biggeri, Mario (6507809789); Ferrone, Lucia (56439927200)","56491124800; 55022333200; 6507809789; 56439927200","Measuring banks' sustainability performances: The BESGI score","2023","Environmental Impact Assessment Review","102","","107216","","","","3","10.1016/j.eiar.2023.107216","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165885913&doi=10.1016%2fj.eiar.2023.107216&partnerID=40&md5=6715a7777b2b11dcef1763f00d9a5324","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85165885913"
"Yu W.; Liao X.; Ji S.; Cui F.","Yu, Weiping (55321034600); Liao, Xin (59215552300); Ji, Siyu (57311743400); Cui, Fasheng (57208050884)","55321034600; 59215552300; 57311743400; 57208050884","Green rewards vs. non-green rewards? The impact of hotel marketing incentives on guests’ green consumption intentions","2024","Journal of Sustainable Tourism","","","","","","","0","10.1080/09669582.2024.2378190","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198341961&doi=10.1080%2f09669582.2024.2378190&partnerID=40&md5=126d6a1029e7b44faa31558b13f9db0a","Article","Article in press","","Scopus","2-s2.0-85198341961"
"Butz B.; Alvarez P.G.; Harbring C.","Butz, Britta (57214726104); Alvarez, Pablo Guillen (55940375300); Harbring, Christine (11140938400)","57214726104; 55940375300; 11140938400","Incentives for cooperation in groups: sociality meets decision rights","2024","Review of Managerial Science","18","10","","2925","2951","26","0","10.1007/s11846-023-00698-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171996280&doi=10.1007%2fs11846-023-00698-x&partnerID=40&md5=5280c8ffcc99f4387405d83419baab08","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85171996280"
"Kabderian Dreyer J.; Moreira M.; Smith W.T.; Sharma V.","Kabderian Dreyer, Johannes (55752639900); Moreira, Mateus (58038015200); Smith, William T. (7406470124); Sharma, Vivek (57200197617)","55752639900; 58038015200; 7406470124; 57200197617","Do environmental, social and governance practices affect portfolio returns? Evidence from the US stock market from 2002 to 2020","2023","Review of Accounting and Finance","22","1","","37","61","24","11","10.1108/RAF-02-2022-0046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145322004&doi=10.1108%2fRAF-02-2022-0046&partnerID=40&md5=bb46468fba2215490169820e7523325d","Article","Final","","Scopus","2-s2.0-85145322004"
"Alatawi I.A.; Ntim C.G.; Zras A.; Elmagrhi M.H.","Alatawi, Ibrahim A. (58942398500); Ntim, Collins G. (54790062200); Zras, Anis (58479766800); Elmagrhi, Mohamed H. (57190120255)","58942398500; 54790062200; 58479766800; 57190120255","CSR, financial and non-financial performance in the tourism sector: A systematic literature review and future research agenda","2023","International Review of Financial Analysis","89","","102734","","","","59","10.1016/j.irfa.2023.102734","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164319210&doi=10.1016%2fj.irfa.2023.102734&partnerID=40&md5=44669271bc2547c6352640894000fabf","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85164319210"
"Noda A.","Noda, Akihiro (57717945800)","57717945800","Quality choices in corporate social responsibility reporting under heterogeneous investor preferences","2024","Journal of Accounting and Public Policy","47","","107228","","","","0","10.1016/j.jaccpubpol.2024.107228","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200944817&doi=10.1016%2fj.jaccpubpol.2024.107228&partnerID=40&md5=7676d5b91f97e3cbc4bac5ecce816cbc","Article","Final","","Scopus","2-s2.0-85200944817"
"He F.; Liu G.; Hao J.; Li Y.","He, Feng (55183318600); Liu, Guanchun (56796898800); Hao, Jing (57202854850); Li, Youwei (55876099300)","55183318600; 56796898800; 57202854850; 55876099300","CSR performance and firm idiosyncratic risk in a data-rich environment: The role of retail investor attention","2023","Journal of International Financial Markets, Institutions and Money","89","","101877","","","","16","10.1016/j.intfin.2023.101877","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178178714&doi=10.1016%2fj.intfin.2023.101877&partnerID=40&md5=5f8336765cdc006eb4bb6c5e6c3b86c2","Article","Final","","Scopus","2-s2.0-85178178714"
"Ergen Keleş F.H.; Keleş E.","Ergen Keleş, Fatma Hilal (58034085300); Keleş, Emrah (57218766397)","58034085300; 57218766397","Resilience in service firms: the impact of social capital on firm performance during turmoil","2023","Marketing Intelligence and Planning","41","7","","970","991","21","2","10.1108/MIP-04-2023-0156","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168368716&doi=10.1108%2fMIP-04-2023-0156&partnerID=40&md5=dfee33e67175d7f4d14d6cd5e52f1125","Article","Final","","Scopus","2-s2.0-85168368716"
"Soares Júnior A.P.; Espanhol C.A.; Mainardes E.W.; Sepulcri L.M.C.B.","Soares Júnior, Atílio Peixoto (57199730460); Espanhol, Cintia Araujo (57219228398); Mainardes, Emerson Wagner (35764807800); Sepulcri, Lara Mendes Christ Bonella (57211854760)","57199730460; 57219228398; 35764807800; 57211854760","Social Value of Marketing: A Bibliometric Analysis","2024","Journal of Nonprofit and Public Sector Marketing","","","","","","","0","10.1080/10495142.2024.2353382","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193081136&doi=10.1080%2f10495142.2024.2353382&partnerID=40&md5=41e494bc66240146d88541ee63ff4cf0","Article","Article in press","","Scopus","2-s2.0-85193081136"
"Li Y.; Li Q.; Yu B.; Mou H.; Yang X.; Xia D.","Li, Yingji (57219873918); Li, Qiang (57219872348); Yu, Bo (59119832900); Mou, Hongyi (58482607000); Yang, Xin (58482778800); Xia, Dongmei (57384711700)","57219873918; 57219872348; 59119832900; 58482607000; 58482778800; 57384711700","A Study of the Relationship Between Perceived Class Mobility, Philanthropic Sentiment and Consumer Online Giving Behavior Intention","2023","Psychology Research and Behavior Management","16","","","2455","2468","13","1","10.2147/PRBM.S410876","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164486028&doi=10.2147%2fPRBM.S410876&partnerID=40&md5=a51c1e535c712199368fe1828fc27ed4","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85164486028"
"Tatarnikova O.; Duchêne S.; Sentis P.; Willinger M.","Tatarnikova, Olga (57884550100); Duchêne, Sébastien (57210832482); Sentis, Patrick (26641379700); Willinger, Marc (56230496800)","57884550100; 57210832482; 26641379700; 56230496800","Portfolio instability and socially responsible investment: Experiments with financial professionals and students","2023","Journal of Economic Dynamics and Control","153","","104702","","","","1","10.1016/j.jedc.2023.104702","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165287437&doi=10.1016%2fj.jedc.2023.104702&partnerID=40&md5=f6c06cd6a244b86eb65ea6ff92d4e083","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85165287437"
"Zhang Z.; Chen Y.; Shan Z.","Zhang, Zihan (59352729300); Chen, Yongheng (57211693386); Shan, Zhiwen (59353572100)","59352729300; 57211693386; 59353572100","The effect and mediating mechanism of environmental, social, and governance information disclosure on sustainable growth rate: evidence from China","2024","Environment, Development and Sustainability","","","","","","","0","10.1007/s10668-024-05459-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205543895&doi=10.1007%2fs10668-024-05459-8&partnerID=40&md5=4101ca99f4b6fb4b4f0417dd92227842","Article","Article in press","","Scopus","2-s2.0-85205543895"
"Fioretti M.","Fioretti, Michele (56506738300)","56506738300","Caring or Pretending to Care? Social Impact, Firms’ Objectives, and Welfare","2022","Journal of Political Economy","130","11","","2898","2942","44","1","10.1086/720459","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140902571&doi=10.1086%2f720459&partnerID=40&md5=1a371b3aff96b4ce43c077b1e3407502","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85140902571"
"Yang Y.; Xiao Z.; Gong Y.; al Humdan E.","Yang, Yang (57207891266); Xiao, Zheng (57395125100); Gong, Yu (57191418413); al Humdan, Eias (59001601800)","57207891266; 57395125100; 57191418413; 59001601800","The tone of buyer firms' annual reports and suppliers' green innovation: The spillover effects in the supply chain","2024","Business Strategy and the Environment","","","","","","","0","10.1002/bse.3773","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191357388&doi=10.1002%2fbse.3773&partnerID=40&md5=7530a068365c4e6a4f5ca5f3577c42bd","Article","Article in press","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85191357388"
"Zhou S.","Zhou, Shan (55648845500)","55648845500","Reporting and Assurance of Climate-Related and Other Sustainability Information: A Review of Research and Practice","2022","Australian Accounting Review","32","3","","315","333","18","22","10.1111/auar.12387","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138705171&doi=10.1111%2fauar.12387&partnerID=40&md5=28be72462e77352e4b9a0aa3b65a3d61","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85138705171"
"Dang X.; Wang S.; Deng X.; Zhang N.; Mao H.; Wang X.","Dang, Xiaoxu (58133021900); Wang, Shihui (57880829500); Deng, Xiaopeng (23388169700); Zhang, Na (57209196234); Mao, Hongtao (57783612300); Wang, Xiaowei (57214725618)","58133021900; 57880829500; 23388169700; 57209196234; 57783612300; 57214725618","The Influence of CSR to Financial Performance in International Engineering Contracting Enterprises: Evidence from China","2024","KSCE Journal of Civil Engineering","28","6","","2105","2120","15","1","10.1007/s12205-024-0914-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187136772&doi=10.1007%2fs12205-024-0914-x&partnerID=40&md5=b95aaf45fd3709932abf69e84b7531f3","Article","Final","","Scopus","2-s2.0-85187136772"
"Kiflee A.K.R.; Hasbullah N.N.; Idris N.H.; Harun H.; Bakar M.H.; Anwar S.","Kiflee, Ag Kaifah Riyard (59347147100); Hasbullah, Nornajihah Nadia (57216148170); Idris, Nur Hafidzah (57193241370); Harun, Hazalinda (59011849000); Bakar, Mohd Hafiz (57204888705); Anwar, Saiful (59347281300)","59347147100; 57216148170; 57193241370; 59011849000; 57204888705; 59347281300","A BIBLIOMETRIC ANALYSIS OF ENVIRONMENTAL, SOCIAL, GOVERNANCE (ESG) AND FIRM PERFORMANCE: A PATHWAY TO ADVANCING SDG MOVEMENT","2024","Journal of Lifestyle and SDG'S Review","4","2","e01977","","","","0","10.47172/2965-730X.SDGsReview.v4.n02.pe01977","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205243437&doi=10.47172%2f2965-730X.SDGsReview.v4.n02.pe01977&partnerID=40&md5=2e29deccaa9f951c4b522282d8f6be38","Article","Final","","Scopus","2-s2.0-85205243437"
"Kuo A.; Chien D.; Kao M.-S.","Kuo, Anthony (48461410300); Chien, Donna (59202764500); Kao, Ming-Sung (36124920100)","48461410300; 59202764500; 36124920100","Interplay of national and firm environmental, social, and governance performances: Reshaping multinational enterprises' employer attractiveness across home and host countries","2024","Corporate Social Responsibility and Environmental Management","","","","","","","0","10.1002/csr.2899","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197407689&doi=10.1002%2fcsr.2899&partnerID=40&md5=dbfdc9159564647bfef585629e41187d","Article","Article in press","","Scopus","2-s2.0-85197407689"
"Phung T.-B.; Nguyen T.N.; Nguyen D.V.P.; Han L.Y.N.; Dinh T.T.T.","Phung, Thanh-Binh (56367743200); Nguyen, Thuy Nhi (59213683600); Nguyen, Doan Viet Phuong (58202486100); Han, Le Yen Nhi (59213881100); Dinh, Thi Thuy Trang (59213816700)","56367743200; 59213683600; 58202486100; 59213881100; 59213816700","The Impact of Corporate Social Responsibility, Moral Emotions, and Customers' Altruism on Brand Advocacy Behaviors: Evidence from Vietnam","2024","Southeast Asian Journal of Economics","12","1","","186","234","48","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198218404&partnerID=40&md5=eba2fba7e6448d6f42c592c3e5c57765","Article","Final","","Scopus","2-s2.0-85198218404"
"Ma T.","Ma, Teng (58260560400)","58260560400","Adoption of abatement technology in an uncertain world: An experiment","2024","Journal of Economic Behavior and Organization","225","","","51","87","36","0","10.1016/j.jebo.2024.06.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198563715&doi=10.1016%2fj.jebo.2024.06.010&partnerID=40&md5=85d570469532f0a2585dc2a8c4ff5e4f","Article","Final","","Scopus","2-s2.0-85198563715"
"Leisen Pollack B.","Leisen Pollack, Birgit (56616400300)","56616400300","Green Inspired Service Consumption: The Gen Z Consumer’s Perspective","2023","Services Marketing Quarterly","44","2-3","","206","226","20","0","10.1080/15332969.2023.2213547","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159680519&doi=10.1080%2f15332969.2023.2213547&partnerID=40&md5=d7ecf25c95036013709c7d4ff3b2a3ab","Article","Final","","Scopus","2-s2.0-85159680519"
"Hong G.; Cho H.E.; Kim J.; Shin J.","Hong, Gahye (57193993323); Cho, Hyo Eun (57217301663); Kim, Juhee (59156987500); Shin, Jiyoung (57201909670)","57193993323; 57217301663; 59156987500; 57201909670","What is the role of national media environments in shaping the impact of CSR on a firm’s performance?","2024","Multinational Business Review","","","","","","","0","10.1108/MBR-12-2022-0212","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195220925&doi=10.1108%2fMBR-12-2022-0212&partnerID=40&md5=14ce7dfd149ae111d25c1b8e996d53f4","Article","Article in press","","Scopus","2-s2.0-85195220925"
"Krahnen J.; Rocholl J.; Thum M.","Krahnen, Jan (6603130563); Rocholl, Jörg (24484948000); Thum, Marcel (6603867288)","6603130563; 24484948000; 6603867288","Green Finance: From Wishful Thinking to Marginal Impact","2023","CESifo Forum","24","1","","8","12","4","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151945043&partnerID=40&md5=581a7331a196ac6b300430facd8de1b6","Article","Final","","Scopus","2-s2.0-85151945043"
"Fang X.","Fang, Xing (57933302800)","57933302800","Can digital finance promote individuals’ charitable giving? Empirical evidence from China","2023","Computers in Human Behavior","145","","107768","","","","4","10.1016/j.chb.2023.107768","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151573192&doi=10.1016%2fj.chb.2023.107768&partnerID=40&md5=0d7a10dfb8b931f75be093363e4287c1","Article","Final","","Scopus","2-s2.0-85151573192"
"Kacanski S.; Dreyer J.K.; Sund K.J.","Kacanski, Slobodan (57211459423); Dreyer, Johannes Kabderian (55752639900); Sund, Kristian J. (56608053700)","57211459423; 55752639900; 56608053700","Preface","2023","Ethical Economy","64","","","v","vii","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151916747&partnerID=40&md5=2616fd3dfbec3ae5ef5d58a635f3f8cd","Editorial","Final","","Scopus","2-s2.0-85151916747"
"Kabderian Dreyer J.; Sharma V.; Smith W.","Kabderian Dreyer, Johannes (55752639900); Sharma, Vivek (57200197617); Smith, William (7406470124)","55752639900; 57200197617; 7406470124","Warm-glow investment and the underperformance of green stocks","2023","International Review of Economics and Finance","83","","","546","570","24","8","10.1016/j.iref.2022.10.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139859634&doi=10.1016%2fj.iref.2022.10.006&partnerID=40&md5=eb4e8ce8791635465a207f93a0e95d83","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85139859634"
"Chang Q.; Kong C.; Jin S.","Chang, Qindong (59347312300); Kong, Can (59347718900); Jin, Shanyue (57211458169)","59347312300; 59347718900; 57211458169","Exploring the Impact of Digital Transformation on Corporate Violations in China’s A-Share Market","2024","Systems","12","9","322","","","","0","10.3390/systems12090322","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205242975&doi=10.3390%2fsystems12090322&partnerID=40&md5=54209dabcf758db5b0b9e4a0fcd1aa04","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85205242975"
"Heeb F.; Kölbel J.F.; Paetzold F.; Zeisberger S.","Heeb, Florian (55345341000); Kölbel, Julian F. (57207671509); Paetzold, Falko (56449360300); Zeisberger, Stefan (16310977700)","55345341000; 57207671509; 56449360300; 16310977700","Do Investors Care about Impact?","2023","Review of Financial Studies","36","5","","1737","1787","50","42","10.1093/rfs/hhac066","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160249734&doi=10.1093%2frfs%2fhhac066&partnerID=40&md5=ab6dd2907a7d0c5e147a08db2a91a453","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85160249734"
"Sharma S.; Ranaut A.","Sharma, Sumit (59313520000); Ranaut, Akhilesh (59313544700)","59313520000; 59313544700","A Proposed Framework for Corporate Socially Responsible Sustainable Growth Using Block Chain ISM MICMAC Approach","2024","2nd International Conference on Sustainable Computing and Smart Systems, ICSCSS 2024 - Proceedings","","","","507","510","3","0","10.1109/ICSCSS60660.2024.10625512","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203107182&doi=10.1109%2fICSCSS60660.2024.10625512&partnerID=40&md5=79d22bb74ecb9494de7178663a666665","Conference paper","Final","","Scopus","2-s2.0-85203107182"
"Yu X.; Huang H.; Liu S.Q.; Wu L.L.","Yu, Xi (57219258801); Huang, Huiling (57211471825); Liu, Stephanie Q. (56579451500); Wu, Laurie Luorong (57213163431)","57219258801; 57211471825; 56579451500; 57213163431","First-Person Pronouns in Sustainable Marketing","2024","Journal of Travel Research","","","","","","","0","10.1177/00472875241277489","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204806296&doi=10.1177%2f00472875241277489&partnerID=40&md5=6b7ecf12e195b3b095c12072e5878c25","Article","Article in press","","Scopus","2-s2.0-85204806296"
"Banjongprasert J.","Banjongprasert, Jantima (57194159375)","57194159375","Online social enterprise customer behaviour: influences of e-commerce, social media, and altruism on online impulsive buying","2024","Cogent Business and Management","11","1","2370423","","","","0","10.1080/23311975.2024.2370423","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197427166&doi=10.1080%2f23311975.2024.2370423&partnerID=40&md5=cbe5c8861903c260d5be08932decee12","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85197427166"
"Zimon G.; Arianpoor A.; Salehi M.","Zimon, Grzegorz (57205286781); Arianpoor, Arash (57219163409); Salehi, Mahdi (57189446351)","57205286781; 57219163409; 57189446351","Sustainability Reporting and Corporate Reputation: The Moderating Effect of CEO Opportunistic Behavior","2022","Sustainability (Switzerland)","14","3","1257","","","","61","10.3390/su14031257","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123356159&doi=10.3390%2fsu14031257&partnerID=40&md5=e24e4eefb76b3cb77353d321971d9873","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85123356159"
